23,0,0,1,6,[(1, 6), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]
24,0,0,1,7,[(1, 7), (2, 7), (3, 7), (3, 8), (4, 8), (5, 8)]
25,0,0,1,8,[(1, 8), (2, 8), (3, 8), (3, 9), (4, 9), (5, 9)]
26,0,0,1,9,[(1, 9), (2, 9), (3, 9), (3, 10), (4, 10), (5, 10)]
27,0,0,1,10,[(1, 10), (2, 10), (3, 10), (3, 11), (4, 11), (5, 11)]
28,0,0,1,11,[(1, 11), (2, 11), (3, 11), (3, 12), (4, 12), (5, 12)]
29,0,0,1,12,[(1, 12), (2, 12), (3, 12), (3, 13), (4, 13), (5, 13)]
30,0,0,1,13,[(1, 13), (2, 13), (3, 13), (3, 14), (4, 14), (5, 14)]
31,0,0,1,14,[(1, 14), (2, 14), (3, 14), (3, 15), (4, 15), (5, 15)]
32,0,0,1,15,[(1, 15), (2, 15), (3, 15), (3, 16), (4, 16), (5, 16)]
33,0,0,2,0,[(2, 0), (3, 0), (4, 0), (4, 1), (5, 1), (6, 1)]
34,0,0,2,1,[(2, 1), (3, 1), (4, 1), (4, 2), (5, 2), (6, 2)]
35,0,0,2,2,[(2, 2), (3, 2), (4, 2), (4, 3), (5, 3), (6, 3)]
36,0,0,2,3,[(2, 3), (3, 3), (4, 3), (4, 4), (5, 4), (6, 4)]
37,0,0,2,4,[(2, 4), (3, 4), (4, 4), (4, 5), (5, 5), (6, 5)]
38,0,0,2,5,[(2, 5), (3, 5), (4, 5), (4, 6), (5, 6), (6, 6)]
39,0,0,2,6,[(2, 6), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]
40,0,0,2,7,[(2, 7), (3, 7), (4, 7), (4, 8), (5, 8), (6, 8)]
41,0,0,2,8,[(2, 8), (3, 8), (4, 8), (4, 9), (5, 9), (6, 9)]
42,0,0,2,9,[(2, 9), (3, 9), (4, 9), (4, 10), (5, 10), (6, 10)]
43,0,0,2,10,[(2, 10), (3, 10), (4, 10), (4, 11), (5, 11), (6, 11)]
44,0,0,2,11,[(2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12)]
45,0,0,2,12,[(2, 12), (3, 12), (4, 12), (4, 13), (5, 13), (6, 13)]
46,0,0,2,13,[(2, 13), (3, 13), (4, 13), (4, 14), (5, 14), (6, 14)]
47,0,0,2,14,[(2, 14), (3, 14), (4, 14), (4, 15), (5, 15), (6, 15)]
48,0,0,2,15,[(2, 15), (3, 15), (4, 15), (4, 16), (5, 16), (6, 16)]
49,0,0,3,0,[(3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (7, 1)]
50,0,0,3,1,[(3, 1), (4, 1), (5, 1), (5, 2), (6, 2), (7, 2)]
51,0,0,3,2,[(3, 2), (4, 2), (5, 2), (5, 3), (6, 3), (7, 3)]
52,0,0,3,3,[(3, 3), (4, 3), (5, 3), (5, 4), (6, 4), (7, 4)]
53,0,0,3,4,[(3, 4), (4, 4), (5, 4), (5, 5), (6, 5), (7, 5)]
54,0,0,3,5,[(3, 5), (4, 5), (5, 5), (5, 6), (6, 6), (7, 6)]
55,0,0,3,6,[(3, 6), (4, 6), (5, 6), (5, 7), (6, 7), (7, 7)]
56,0,0,3,7,[(3, 7), (4, 7), (5, 7), (5, 8), (6, 8), (7, 8)]
57,0,0,3,8,[(3, 8), (4, 8), (5, 8), (5, 9), (6, 9), (7, 9)]
58,0,0,3,9,[(3, 9), (4, 9), (5, 9), (5, 10), (6, 10), (7, 10)]
59,0,0,3,10,[(3, 10), (4, 10), (5, 10), (5, 11), (6, 11), (7, 11)]
60,0,0,3,11,[(3, 11), (4, 11), (5, 11), (5, 12), (6, 12), (7, 12)]
61,0,0,3,12,[(3, 12), (4, 12), (5, 12), (5, 13), (6, 13), (7, 13)]
62,0,0,3,13,[(3, 13), (4, 13), (5, 13), (5, 14), (6, 14), (7, 14)]
63,0,0,3,14,[(3, 14), (4, 14), (5, 14), (5, 15), (6, 15), (7, 15)]
64,0,0,3,15,[(3, 15), (4, 15), (5, 15), (5, 16), (6, 16), (7, 16)]
65,0,0,4,0,[(4, 0), (5, 0), (6, 0), (6, 1), (7, 1), (8, 1)]
66,0,0,4,1,[(4, 1), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2)]
67,0,0,4,2,[(4, 2), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3)]
68,0,0,4,3,[(4, 3), (5, 3), (6, 3), (6, 4), (7, 4), (8, 4)]
69,0,0,4,4,[(4, 4), (5, 4), (6, 4), (6, 5), (7, 5), (8, 5)]
70,0,0,4,5,[(4, 5), (5, 5), (6, 5), (6, 6), (7, 6), (8, 6)]
71,0,0,4,6,[(4, 6), (5, 6), (6, 6), (6, 7), (7, 7), (8, 7)]
72,0,0,4,7,[(4, 7), (5, 7), (6, 7), (6, 8), (7, 8), (8, 8)]
73,0,0,4,8,[(4, 8), (5, 8), (6, 8), (6, 9), (7, 9), (8, 9)]
74,0,0,4,9,[(4, 9), (5, 9), (6, 9), (6, 10), (7, 10), (8, 10)]
75,0,0,4,10,[(4, 10), (5, 10), (6, 10), (6, 11), (7, 11), (8, 11)]
76,0,0,4,11,[(4, 11), (5, 11), (6, 11), (6, 12), (7, 12), (8, 12)]
77,0,0,4,12,[(4, 12), (5, 12), (6, 12), (6, 13), (7, 13), (8, 13)]
78,0,0,4,13,[(4, 13), (5, 13), (6, 13), (6, 14), (7, 14), (8, 14)]
79,0,0,4,14,[(4, 14), (5, 14), (6, 14), (6, 15), (7, 15), (8, 15)]
80,0,0,4,15,[(4, 15), (5, 15), (6, 15), (6, 16), (7, 16), (8, 16)]
81,0,1,0,0,[(0, 1), (1, 1), (2, 0), (2, 1), (3, 0), (4, 0)]
82,0,1,0,1,[(0, 2), (1, 2), (2, 1), (2, 2), (3, 1), (4, 1)]
83,0,1,0,2,[(0, 3), (1, 3), (2, 2), (2, 3), (3, 2), (4, 2)]
84,0,1,0,3,[(0, 4), (1, 4), (2, 3), (2, 4), (3, 3), (4, 3)]
85,0,1,0,4,[(0, 5), (1, 5), (2, 4), (2, 5), (3, 4), (4, 4)]
86,0,1,0,5,[(0, 6), (1, 6), (2, 5), (2, 6), (3, 5), (4, 5)]
87,0,1,0,6,[(0, 7), (1, 7), (2, 6), (2, 7), (3, 6), (4, 6)]
88,0,1,0,7,[(0, 8), (1, 8), (2, 7), (2, 8), (3, 7), (4, 7)]
89,0,1,0,8,[(0, 9), (1, 9), (2, 8), (2, 9), (3, 8), (4, 8)]
90,0,1,0,9,[(0, 10), (1, 10), (2, 9), (2, 10), (3, 9), (4, 9)]
91,0,1,0,10,[(0, 11), (1, 11), (2, 10), (2, 11), (3, 10), (4, 10)]
92,0,1,0,11,[(0, 12), (1, 12), (2, 11), (2, 12), (3, 11), (4, 11)]
93,0,1,0,12,[(0, 13), (1, 13), (2, 12), (2, 13), (3, 12), (4, 12)]
94,0,1,0,13,[(0, 14), (1, 14), (2, 13), (2, 14), (3, 13), (4, 13)]
95,0,1,0,14,[(0, 15), (1, 15), (2, 14), (2, 15), (3, 14), (4, 14)]
96,0,1,0,15,[(0, 16), (1, 16), (2, 15), (2, 16), (3, 15), (4, 15)]
97,0,1,1,0,[(1, 1), (2, 1), (3, 0), (3, 1), (4, 0), (5, 0)]
98,0,1,1,1,[(1, 2), (2, 2), (3, 1), (3, 2), (4, 1), (5, 1)]
99,0,1,1,2,[(1, 3), (2, 3), (3, 2), (3, 3), (4, 2), (5, 2)]
100,0,1,1,3,[(1, 4), (2, 4), (3, 3), (3, 4), (4, 3), (5, 3)]
101,0,1,1,4,[(1, 5), (2, 5), (3, 4), (3, 5), (4, 4), (5, 4)]
102,0,1,1,5,[(1, 6), (2, 6), (3, 5), (3, 6), (4, 5), (5, 5)]
103,0,1,1,6,[(1, 7), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6)]
104,0,1,1,7,[(1, 8), (2, 8), (3, 7), (3, 8), (4, 7), (5, 7)]
105,0,1,1,8,[(1, 9), (2, 9), (3, 8), (3, 9), (4, 8), (5, 8)]
106,0,1,1,9,[(1, 10), (2, 10), (3, 9), (3, 10), (4, 9), (5, 9)]
107,0,1,1,10,[(1, 11), (2, 11), (3, 10), (3, 11), (4, 10), (5, 10)]
108,0,1,1,11,[(1, 12), (2, 12), (3, 11), (3, 12), (4, 11), (5, 11)]
109,0,1,1,12,[(1, 13), (2, 13), (3, 12), (3, 13), (4, 12), (5, 12)]
110,0,1,1,13,[(1, 14), (2, 14), (3, 13), (3, 14), (4, 13), (5, 13)]
111,0,1,1,14,[(1, 15), (2, 15), (3, 14), (3, 15), (4, 14), (5, 14)]
112,0,1,1,15,[(1, 16), (2, 16), (3, 15), (3, 16), (4, 15), (5, 15)]
113,0,1,2,0,[(2, 1), (3, 1), (4, 0), (4, 1), (5, 0), (6, 0)]
114,0,1,2,1,[(2, 2), (3, 2), (4, 1), (4, 2), (5, 1), (6, 1)]
115,0,1,2,2,[(2, 3), (3, 3), (4, 2), (4, 3), (5, 2), (6, 2)]
116,0,1,2,3,[(2, 4), (3, 4), (4, 3), (4, 4), (5, 3), (6, 3)]
117,0,1,2,4,[(2, 5), (3, 5), (4, 4), (4, 5), (5, 4), (6, 4)]
118,0,1,2,5,[(2, 6), (3, 6), (4, 5), (4, 6), (5, 5), (6, 5)]
119,0,1,2,6,[(2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (6, 6)]
120,0,1,2,7,[(2, 8), (3, 8), (4, 7), (4, 8), (5, 7), (6, 7)]
121,0,1,2,8,[(2, 9), (3, 9), (4, 8), (4, 9), (5, 8), (6, 8)]
122,0,1,2,9,[(2, 10), (3, 10), (4, 9), (4, 10), (5, 9), (6, 9)]
123,0,1,2,10,[(2, 11), (3, 11), (4, 10), (4, 11), (5, 10), (6, 10)]
124,0,1,2,11,[(2, 12), (3, 12), (4, 11), (4, 12), (5, 11), (6, 11)]
125,0,1,2,12,[(2, 13), (3, 13), (4, 12), (4, 13), (5, 12), (6, 12)]
126,0,1,2,13,[(2, 14), (3, 14), (4, 13), (4, 14), (5, 13), (6, 13)]
127,0,1,2,14,[(2, 15), (3, 15), (4, 14), (4, 15), (5, 14), (6, 14)]
128,0,1,2,15,[(2, 16), (3, 16), (4, 15), (4, 16), (5, 15), (6, 15)]
129,0,1,3,0,[(3, 1), (4, 1), (5, 0), (5, 1), (6, 0), (7, 0)]
130,0,1,3,1,[(3, 2), (4, 2), (5, 1), (5, 2), (6, 1), (7, 1)]
131,0,1,3,2,[(3, 3), (4, 3), (5, 2), (5, 3), (6, 2), (7, 2)]
132,0,1,3,3,[(3, 4), (4, 4), (5, 3), (5, 4), (6, 3), (7, 3)]
133,0,1,3,4,[(3, 5), (4, 5), (5, 4), (5, 5), (6, 4), (7, 4)]
134,0,1,3,5,[(3, 6), (4, 6), (5, 5), (5, 6), (6, 5), (7, 5)]
135,0,1,3,6,[(3, 7), (4, 7), (5, 6), (5, 7), (6, 6), (7, 6)]
136,0,1,3,7,[(3, 8), (4, 8), (5, 7), (5, 8), (6, 7), (7, 7)]
137,0,1,3,8,[(3, 9), (4, 9), (5, 8), (5, 9), (6, 8), (7, 8)]
138,0,1,3,9,[(3, 10), (4, 10), (5, 9), (5, 10), (6, 9), (7, 9)]
139,0,1,3,10,[(3, 11), (4, 11), (5, 10), (5, 11), (6, 10), (7, 10)]
140,0,1,3,11,[(3, 12), (4, 12), (5, 11), (5, 12), (6, 11), (7, 11)]
141,0,1,3,12,[(3, 13), (4, 13), (5, 12), (5, 13), (6, 12), (7, 12)]
142,0,1,3,13,[(3, 14), (4, 14), (5, 13), (5, 14), (6, 13), (7, 13)]
143,0,1,3,14,[(3, 15), (4, 15), (5, 14), (5, 15), (6, 14), (7, 14)]
144,0,1,3,15,[(3, 16), (4, 16), (5, 15), (5, 16), (6, 15), (7, 15)]
145,0,1,4,0,[(4, 1), (5, 1), (6, 0), (6, 1), (7, 0), (8, 0)]
146,0,1,4,1,[(4, 2), (5, 2), (6, 1), (6, 2), (7, 1), (8, 1)]
147,0,1,4,2,[(4, 3), (5, 3), (6, 2), (6, 3), (7, 2), (8, 2)]
148,0,1,4,3,[(4, 4), (5, 4), (6, 3), (6, 4), (7, 3), (8, 3)]
149,0,1,4,4,[(4, 5), (5, 5), (6, 4), (6, 5), (7, 4), (8, 4)]
150,0,1,4,5,[(4, 6), (5, 6), (6, 5), (6, 6), (7, 5), (8, 5)]
151,0,1,4,6,[(4, 7), (5, 7), (6, 6), (6, 7), (7, 6), (8, 6)]
152,0,1,4,7,[(4, 8), (5, 8), (6, 7), (6, 8), (7, 7), (8, 7)]
153,0,1,4,8,[(4, 9), (5, 9), (6, 8), (6, 9), (7, 8), (8, 8)]
154,0,1,4,9,[(4, 10), (5, 10), (6, 9), (6, 10), (7, 9), (8, 9)]
155,0,1,4,10,[(4, 11), (5, 11), (6, 10), (6, 11), (7, 10), (8, 10)]
156,0,1,4,11,[(4, 12), (5, 12), (6, 11), (6, 12), (7, 11), (8, 11)]
157,0,1,4,12,[(4, 13), (5, 13), (6, 12), (6, 13), (7, 12), (8, 12)]
158,0,1,4,13,[(4, 14), (5, 14), (6, 13), (6, 14), (7, 13), (8, 13)]
159,0,1,4,14,[(4, 15), (5, 15), (6, 14), (6, 15), (7, 14), (8, 14)]
160,0,1,4,15,[(4, 16), (5, 16), (6, 15), (6, 16), (7, 15), (8, 15)]
161,0,2,0,0,[(0, 2), (0, 3), (0, 4), (1, 0), (1, 1), (1, 2)]
162,0,2,0,1,[(0, 3), (0, 4), (0, 5), (1, 1), (1, 2), (1, 3)]
163,0,2,0,2,[(0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4)]
164,0,2,0,3,[(0, 5), (0, 6), (0, 7), (1, 3), (1, 4), (1, 5)]
165,0,2,0,4,[(0, 6), (0, 7), (0, 8), (1, 4), (1, 5), (1, 6)]
166,0,2,0,5,[(0, 7), (0, 8), (0, 9), (1, 5), (1, 6), (1, 7)]
167,0,2,0,6,[(0, 8), (0, 9), (0, 10), (1, 6), (1, 7), (1, 8)]
168,0,2,0,7,[(0, 9), (0, 10), (0, 11), (1, 7), (1, 8), (1, 9)]
169,0,2,0,8,[(0, 10), (0, 11), (0, 12), (1, 8), (1, 9), (1, 10)]
170,0,2,0,9,[(0, 11), (0, 12), (0, 13), (1, 9), (1, 10), (1, 11)]
171,0,2,0,10,[(0, 12), (0, 13), (0, 14), (1, 10), (1, 11), (1, 12)]
172,0,2,0,11,[(0, 13), (0, 14), (0, 15), (1, 11), (1, 12), (1, 13)]
173,0,2,0,12,[(0, 14), (0, 15), (0, 16), (1, 12), (1, 13), (1, 14)]
174,0,2,1,0,[(1, 2), (1, 3), (1, 4), (2, 0), (2, 1), (2, 2)]
175,0,2,1,1,[(1, 3), (1, 4), (1, 5), (2, 1), (2, 2), (2, 3)]
176,0,2,1,2,[(1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4)]
177,0,2,1,3,[(1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5)]
178,0,2,1,4,[(1, 6), (1, 7), (1, 8), (2, 4), (2, 5), (2, 6)]
179,0,2,1,5,[(1, 7), (1, 8), (1, 9), (2, 5), (2, 6), (2, 7)]
180,0,2,1,6,[(1, 8), (1, 9), (1, 10), (2, 6), (2, 7), (2, 8)]
181,0,2,1,7,[(1, 9), (1, 10), (1, 11), (2, 7), (2, 8), (2, 9)]
182,0,2,1,8,[(1, 10), (1, 11), (1, 12), (2, 8), (2, 9), (2, 10)]
183,0,2,1,9,[(1, 11), (1, 12), (1, 13), (2, 9), (2, 10), (2, 11)]
184,0,2,1,10,[(1, 12), (1, 13), (1, 14), (2, 10), (2, 11), (2, 12)]
185,0,2,1,11,[(1, 13), (1, 14), (1, 15), (2, 11), (2, 12), (2, 13)]
186,0,2,1,12,[(1, 14), (1, 15), (1, 16), (2, 12), (2, 13), (2, 14)]
187,0,2,2,0,[(2, 2), (2, 3), (2, 4), (3, 0), (3, 1), (3, 2)]
188,0,2,2,1,[(2, 3), (2, 4), (2, 5), (3, 1), (3, 2), (3, 3)]
189,0,2,2,2,[(2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4)]
190,0,2,2,3,[(2, 5), (2, 6), (2, 7), (3, 3), (3, 4), (3, 5)]
191,0,2,2,4,[(2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6)]
192,0,2,2,5,[(2, 7), (2, 8), (2, 9), (3, 5), (3, 6), (3, 7)]
193,0,2,2,6,[(2, 8), (2, 9), (2, 10), (3, 6), (3, 7), (3, 8)]
194,0,2,2,7,[(2, 9), (2, 10), (2, 11), (3, 7), (3, 8), (3, 9)]
195,0,2,2,8,[(2, 10), (2, 11), (2, 12), (3, 8), (3, 9), (3, 10)]
196,0,2,2,9,[(2, 11), (2, 12), (2, 13), (3, 9), (3, 10), (3, 11)]
197,0,2,2,10,[(2, 12), (2, 13), (2, 14), (3, 10), (3, 11), (3, 12)]
198,0,2,2,11,[(2, 13), (2, 14), (2, 15), (3, 11), (3, 12), (3, 13)]
199,0,2,2,12,[(2, 14), (2, 15), (2, 16), (3, 12), (3, 13), (3, 14)]
200,0,2,3,0,[(3, 2), (3, 3), (3, 4), (4, 0), (4, 1), (4, 2)]
201,0,2,3,1,[(3, 3), (3, 4), (3, 5), (4, 1), (4, 2), (4, 3)]
202,0,2,3,2,[(3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4)]
203,0,2,3,3,[(3, 5), (3, 6), (3, 7), (4, 3), (4, 4), (4, 5)]
204,0,2,3,4,[(3, 6), (3, 7), (3, 8), (4, 4), (4, 5), (4, 6)]
205,0,2,3,5,[(3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7)]
206,0,2,3,6,[(3, 8), (3, 9), (3, 10), (4, 6), (4, 7), (4, 8)]
207,0,2,3,7,[(3, 9), (3, 10), (3, 11), (4, 7), (4, 8), (4, 9)]
208,0,2,3,8,[(3, 10), (3, 11), (3, 12), (4, 8), (4, 9), (4, 10)]
209,0,2,3,9,[(3, 11), (3, 12), (3, 13), (4, 9), (4, 10), (4, 11)]
210,0,2,3,10,[(3, 12), (3, 13), (3, 14), (4, 10), (4, 11), (4, 12)]
211,0,2,3,11,[(3, 13), (3, 14), (3, 15), (4, 11), (4, 12), (4, 13)]
212,0,2,3,12,[(3, 14), (3, 15), (3, 16), (4, 12), (4, 13), (4, 14)]
213,0,2,4,0,[(4, 2), (4, 3), (4, 4), (5, 0), (5, 1), (5, 2)]
214,0,2,4,1,[(4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3)]
215,0,2,4,2,[(4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4)]
216,0,2,4,3,[(4, 5), (4, 6), (4, 7), (5, 3), (5, 4), (5, 5)]
217,0,2,4,4,[(4, 6), (4, 7), (4, 8), (5, 4), (5, 5), (5, 6)]
218,0,2,4,5,[(4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7)]
219,0,2,4,6,[(4, 8), (4, 9), (4, 10), (5, 6), (5, 7), (5, 8)]
220,0,2,4,7,[(4, 9), (4, 10), (4, 11), (5, 7), (5, 8), (5, 9)]
221,0,2,4,8,[(4, 10), (4, 11), (4, 12), (5, 8), (5, 9), (5, 10)]
222,0,2,4,9,[(4, 11), (4, 12), (4, 13), (5, 9), (5, 10), (5, 11)]
223,0,2,4,10,[(4, 12), (4, 13), (4, 14), (5, 10), (5, 11), (5, 12)]
224,0,2,4,11,[(4, 13), (4, 14), (4, 15), (5, 11), (5, 12), (5, 13)]
225,0,2,4,12,[(4, 14), (4, 15), (4, 16), (5, 12), (5, 13), (5, 14)]
226,0,2,5,0,[(5, 2), (5, 3), (5, 4), (6, 0), (6, 1), (6, 2)]
227,0,2,5,1,[(5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3)]
228,0,2,5,2,[(5, 4), (5, 5), (5, 6), (6, 2), (6, 3), (6, 4)]
229,0,2,5,3,[(5, 5), (5, 6), (5, 7), (6, 3), (6, 4), (6, 5)]
230,0,2,5,4,[(5, 6), (5, 7), (5, 8), (6, 4), (6, 5), (6, 6)]
231,0,2,5,5,[(5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7)]
232,0,2,5,6,[(5, 8), (5, 9), (5, 10), (6, 6), (6, 7), (6, 8)]
233,0,2,5,7,[(5, 9), (5, 10), (5, 11), (6, 7), (6, 8), (6, 9)]
234,0,2,5,8,[(5, 10), (5, 11), (5, 12), (6, 8), (6, 9), (6, 10)]
235,0,2,5,9,[(5, 11), (5, 12), (5, 13), (6, 9), (6, 10), (6, 11)]
236,0,2,5,10,[(5, 12), (5, 13), (5, 14), (6, 10), (6, 11), (6, 12)]
237,0,2,5,11,[(5, 13), (5, 14), (5, 15), (6, 11), (6, 12), (6, 13)]
238,0,2,5,12,[(5, 14), (5, 15), (5, 16), (6, 12), (6, 13), (6, 14)]
239,0,2,6,0,[(6, 2), (6, 3), (6, 4), (7, 0), (7, 1), (7, 2)]
240,0,2,6,1,[(6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3)]
241,0,2,6,2,[(6, 4), (6, 5), (6, 6), (7, 2), (7, 3), (7, 4)]
242,0,2,6,3,[(6, 5), (6, 6), (6, 7), (7, 3), (7, 4), (7, 5)]
243,0,2,6,4,[(6, 6), (6, 7), (6, 8), (7, 4), (7, 5), (7, 6)]
244,0,2,6,5,[(6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7)]
245,0,2,6,6,[(6, 8), (6, 9), (6, 10), (7, 6), (7, 7), (7, 8)]
246,0,2,6,7,[(6, 9), (6, 10), (6, 11), (7, 7), (7, 8), (7, 9)]
247,0,2,6,8,[(6, 10), (6, 11), (6, 12), (7, 8), (7, 9), (7, 10)]
248,0,2,6,9,[(6, 11), (6, 12), (6, 13), (7, 9), (7, 10), (7, 11)]
249,0,2,6,10,[(6, 12), (6, 13), (6, 14), (7, 10), (7, 11), (7, 12)]
250,0,2,6,11,[(6, 13), (6, 14), (6, 15), (7, 11), (7, 12), (7, 13)]
251,0,2,6,12,[(6, 14), (6, 15), (6, 16), (7, 12), (7, 13), (7, 14)]
252,0,2,7,0,[(7, 2), (7, 3), (7, 4), (8, 0), (8, 1), (8, 2)]
253,0,2,7,1,[(7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3)]
254,0,2,7,2,[(7, 4), (7, 5), (7, 6), (8, 2), (8, 3), (8, 4)]
255,0,2,7,3,[(7, 5), (7, 6), (7, 7), (8, 3), (8, 4), (8, 5)]
256,0,2,7,4,[(7, 6), (7, 7), (7, 8), (8, 4), (8, 5), (8, 6)]
257,0,2,7,5,[(7, 7), (7, 8), (7, 9), (8, 5), (8, 6), (8, 7)]
258,0,2,7,6,[(7, 8), (7, 9), (7, 10), (8, 6), (8, 7), (8, 8)]
259,0,2,7,7,[(7, 9), (7, 10), (7, 11), (8, 7), (8, 8), (8, 9)]
260,0,2,7,8,[(7, 10), (7, 11), (7, 12), (8, 8), (8, 9), (8, 10)]
261,0,2,7,9,[(7, 11), (7, 12), (7, 13), (8, 9), (8, 10), (8, 11)]
262,0,2,7,10,[(7, 12), (7, 13), (7, 14), (8, 10), (8, 11), (8, 12)]
263,0,2,7,11,[(7, 13), (7, 14), (7, 15), (8, 11), (8, 12), (8, 13)]
264,0,2,7,12,[(7, 14), (7, 15), (7, 16), (8, 12), (8, 13), (8, 14)]
265,0,3,0,0,[(0, 0), (0, 1), (0, 2), (1, 2), (1, 3), (1, 4)]
266,0,3,0,1,[(0, 1), (0, 2), (0, 3), (1, 3), (1, 4), (1, 5)]
267,0,3,0,2,[(0, 2), (0, 3), (0, 4), (1, 4), (1, 5), (1, 6)]
268,0,3,0,3,[(0, 3), (0, 4), (0, 5), (1, 5), (1, 6), (1, 7)]
269,0,3,0,4,[(0, 4), (0, 5), (0, 6), (1, 6), (1, 7), (1, 8)]
270,0,3,0,5,[(0, 5), (0, 6), (0, 7), (1, 7), (1, 8), (1, 9)]
271,0,3,0,6,[(0, 6), (0, 7), (0, 8), (1, 8), (1, 9), (1, 10)]
272,0,3,0,7,[(0, 7), (0, 8), (0, 9), (1, 9), (1, 10), (1, 11)]
273,0,3,0,8,[(0, 8), (0, 9), (0, 10), (1, 10), (1, 11), (1, 12)]
274,0,3,0,9,[(0, 9), (0, 10), (0, 11), (1, 11), (1, 12), (1, 13)]
275,0,3,0,10,[(0, 10), (0, 11), (0, 12), (1, 12), (1, 13), (1, 14)]
276,0,3,0,11,[(0, 11), (0, 12), (0, 13), (1, 13), (1, 14), (1, 15)]
277,0,3,0,12,[(0, 12), (0, 13), (0, 14), (1, 14), (1, 15), (1, 16)]
278,0,3,1,0,[(1, 0), (1, 1), (1, 2), (2, 2), (2, 3), (2, 4)]
279,0,3,1,1,[(1, 1), (1, 2), (1, 3), (2, 3), (2, 4), (2, 5)]
280,0,3,1,2,[(1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6)]
281,0,3,1,3,[(1, 3), (1, 4), (1, 5), (2, 5), (2, 6), (2, 7)]
282,0,3,1,4,[(1, 4), (1, 5), (1, 6), (2, 6), (2, 7), (2, 8)]
283,0,3,1,5,[(1, 5), (1, 6), (1, 7), (2, 7), (2, 8), (2, 9)]
284,0,3,1,6,[(1, 6), (1, 7), (1, 8), (2, 8), (2, 9), (2, 10)]
285,0,3,1,7,[(1, 7), (1, 8), (1, 9), (2, 9), (2, 10), (2, 11)]
